pango_lineage,pango_unaliased,count
FK.1.2.1,B.1.1.529.2.75.3.4.1.1.1.1.17.1.2.1,1
GJ.1.2,XBB.2.3.3.1.2,1
XBB.2.3,XBB.2.3,1
XBB.1.5.7,XBB.1.5.7,1
JN.1.47,B.1.1.529.2.86.1.1.47,1
BA.1.20,B.1.1.529.1.20,1
BE.7,B.1.1.529.5.3.1.7,1
BQ.1.2,B.1.1.529.5.3.1.1.1.1.1.2,1
B.1.1.33,B.1.1.33,1
BA.2.14,B.1.1.529.2.14,1
EG.10.1.1,XBB.1.9.2.10.1.1,1
MC.31,B.1.1.529.2.86.1.1.11.1.3.1.1.31,1
JN.6,B.1.1.529.2.86.1.6,1
BA.2.10.1,B.1.1.529.2.10.1,1
BA.5.2.13,B.1.1.529.5.2.13,1
XBB.2.3.15,XBB.2.3.15,1
BA.2.3.2,B.1.1.529.2.3.2,1
BF.27,B.1.1.529.5.2.1.27,1
AY.44,B.1.617.2.44,1
AY.20,B.1.617.2.20,1
BA.5.1.3,B.1.1.529.5.1.3,1
AY.103,B.1.617.2.103,1
BA.2.3.5,B.1.1.529.2.3.5,1
B.1.429,B.1.429,1
XBB.1.5.19,XBB.1.5.19,1
XBB.1.5.104,XBB.1.5.104,1
XBB.2.3.11,XBB.2.3.11,1
HK.3,XBB.1.9.2.5.1.1.3,1
JN.18,B.1.1.529.2.86.1.18,1
B.1.1.519,B.1.1.519,1
NF.1,B.1.1.529.2.86.1.1.16.5.1,1
BQ.1.1.1,B.1.1.529.5.3.1.1.1.1.1.1.1,1
BF.29,B.1.1.529.5.2.1.29,1
XBB.1.16,XBB.1.16,1
JN.1.4.6,B.1.1.529.2.86.1.1.4.6,1
FL.4,XBB.1.9.1.4,1
XBB.1.5.11,XBB.1.5.11,1
BF.1,B.1.1.529.5.2.1.1,1
XBB.1.5.9,XBB.1.5.9,1
BQ.1.1.49,B.1.1.529.5.3.1.1.1.1.1.1.49,1
XEC.25.1,XEC.25.1,1
B.1.351,B.1.351,1
JN.1.59,B.1.1.529.2.86.1.1.59,1
HK.8,XBB.1.9.2.5.1.1.8,1
MC.24,B.1.1.529.2.86.1.1.11.1.3.1.1.24,1
DV.5,B.1.1.529.2.75.3.4.1.1.1.1.1.5,1
XBB.1.16.16,XBB.1.16.16,1
XBB.1.5.91,XBB.1.5.91,1
BA.2.3.21,B.1.1.529.2.3.21,1
KP.3.3.4,B.1.1.529.2.86.1.1.11.1.3.3.4,1
FL.3,XBB.1.9.1.3,1
HK.26,XBB.1.9.2.5.1.1.26,1
AY.29,B.1.617.2.29,1
XBB.1.16.28,XBB.1.16.28,1
JN.1.6,B.1.1.529.2.86.1.1.6,1
BA.4.4,B.1.1.529.4.4,1
BA.5.1.4,B.1.1.529.5.1.4,1
MT.1.1,B.1.1.529.2.86.1.1.16.4.1.1,1
XCT.1,XCT.1,1
BQ.1.1.65,B.1.1.529.5.3.1.1.1.1.1.1.65,1
AY.74,B.1.617.2.74,1
B.1,B.1,1
GK.2.1,XBB.1.5.70.2.1,1
BQ.1.1.22,B.1.1.529.5.3.1.1.1.1.1.1.22,1
BA.2.86.1,B.1.1.529.2.86.1,1
HY.1,XBB.1.5.100.1,1
HK.3.10,XBB.1.9.2.5.1.1.3.10,1
B.1.149,B.1.149,1
BQ.1.1.31,B.1.1.529.5.3.1.1.1.1.1.1.31,1
EG.5.1.6,XBB.1.9.2.5.1.6,1
BA.2.1,B.1.1.529.2.1,1
BA.2.65,B.1.1.529.2.65,1
DV.7.1,B.1.1.529.2.75.3.4.1.1.1.1.1.7.1,1
KF.1,XBB.1.9.1.15.1.1.1,1
BA.2.18,B.1.1.529.2.18,1
BF.5,B.1.1.529.5.2.1.5,1
XEC.2,XEC.2,1
CH.1.1,B.1.1.529.2.75.3.4.1.1.1.1,1
XBB.1.9.1,XBB.1.9.1,1
BA.1.14,B.1.1.529.1.14,1
BA.1.15.1,B.1.1.529.1.15.1,1
B.1.160,B.1.160,1
XEC.8,XEC.8,1
FL.2.7.1,XBB.1.9.1.2.7.1,1
AY.39,B.1.617.2.39,1
DY.1,B.1.1.529.5.2.48.1,1
XBB.2,XBB.2,1
BA.5.1.17,B.1.1.529.5.1.17,1
LB.1.7,B.1.1.529.2.86.1.1.9.2.1.7,1
B.1.177.54,B.1.177.54,1
KP.3.2,B.1.1.529.2.86.1.1.11.1.3.2,1
BF.7.4,B.1.1.529.5.2.1.7.4,1
BA.2.10,B.1.1.529.2.10,1
GK.1.1,XBB.1.5.70.1.1,1
XBB.1.16.1,XBB.1.16.1,1
BA.5.9,B.1.1.529.5.9,1
XBB.1.5.25,XBB.1.5.25,1
KP.3.1,B.1.1.529.2.86.1.1.11.1.3.1,1
BA.2.7,B.1.1.529.2.7,1
B.1.1.50,B.1.1.50,1
BA.5.8,B.1.1.529.5.8,1
XBC.1.6.1,XBC.1.6.1,1
B.1.177,B.1.177,1
FL.33,XBB.1.9.1.33,1
XBB.1.16.11,XBB.1.16.11,1
GV.1,XBB.1.5.48.1,1
AY.98.1,B.1.617.2.98.1,1
BA.5.11,B.1.1.529.5.11,1
XBB.1.42.1,XBB.1.42.1,1
BF.26,B.1.1.529.5.2.1.26,1
BA.5.1.10,B.1.1.529.5.1.10,1
XBB.1.16.15,XBB.1.16.15,1
JN.4,B.1.1.529.2.86.1.4,1
XCH.1,XCH.1,1
KP.2,B.1.1.529.2.86.1.1.11.1.2,1
B.1.258.17,B.1.258.17,1
BF.11.2,B.1.1.529.5.2.1.11.2,1
